county_name,population,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON
"Macon County, MO",15544,257.3340196,0,1,0,39,111,233,12,1
"Flagler County, FL",99956,257.1131298,1,8,38,210,436,1432,74,6
"Logan County, IL",29964,256.9750367,0,11,7,59,164,387,9,4
"Smith County, TN",19074,256.8942015,0,6,4,39,135,228,27,2
"Frederick County, MD",241409,256.8255533,1,50,131,438,676,3115,198,30
"Maui County, HI",160202,256.5511042,5,44,115,247,1067,4419,517,73
"Candler County, GA",10937,256.0117034,0,1,9,18,61,139,0,0
"Kalkaska County, MI",17196,255.8734589,0,28,1,15,161,308,17,2
"Snyder County, PA",39865,255.8635394,0,10,11,81,134,508,16,3
"Morgan County, AL",119787,254.6186147,2,16,86,201,1114,2595,166,12
"Harnett County, NC",124987,254.4264604,4,20,57,237,1203,1802,150,18
"Sumner County, KS",23591,254.33428,0,8,3,49,172,453,24,3
"Pope County, AR",62547,254.208835,1,28,7,123,526,1243,108,3
"Grayson County, TX",122353,254.1825701,3,32,48,228,1013,2511,237,14
"Blair County, PA",126314,254.1286002,6,44,38,233,386,1644,80,24
"Fremont County, CO",46451,254.0311296,0,23,5,90,198,625,30,4
"Van Buren County, AR",16932,253.9570045,1,3,0,39,63,234,24,5
"Franklin County, WA",86638,253.9301461,1,19,46,154,525,1242,195,11
"Lincoln County, NM",20105,253.6682417,2,6,3,40,179,341,18,0
"Lowndes County, MS",59922,253.6630954,1,7,19,125,600,1001,52,4
"Johnson County, TX",154707,253.3821999,5,64,49,274,937,2584,196,22
"Newton County, MO",58845,253.2075792,3,27,15,104,455,1404,144,22
"Uintah County, UT",35555,253.1289551,0,18,4,67,123,506,37,6
"Franklin County, MS",7931,252.1750095,1,1,3,15,49,7,7,0
"Fergus County, MT",11501,252.1519868,0,4,0,25,17,111,11,2
"Westchester County, NY",968802,251.8574487,20,73,915,1432,1903,10020,634,44
"Benton County, TN",16290,251.6881522,0,3,1,37,94,220,23,1
"Hampton city, VA",136699,251.6477809,12,16,157,159,771,3754,262,28
"Autauga County, AL",55246,251.6019259,3,15,34,87,447,1233,85,108
"Marion County, WV",56868,251.4595203,0,12,12,119,181,327,24,9
"Fentress County, TN",17909,251.270311,1,4,4,36,116,339,19,3
"Clay County, SD",13935,251.1661285,0,6,2,27,45,241,14,0
"Heard County, GA",11558,250.9084617,0,3,0,26,38,111,15,0
"Chemung County, NY",88506,250.8304522,4,2,46,170,398,1770,46,4
"Bedford County, PA",49055,250.7389665,2,77,2,42,182,400,34,7
"Franklin County, NC",62260,250.5621587,0,10,22,124,468,776,78,8
"Kanabec County, MN",15996,250.0625156,0,3,1,36,104,226,27,3
"Newaygo County, MI",48001,249.9947918,3,46,2,68,268,684,41,6
"Saline County, AR",114404,249.991259,0,21,40,225,775,2277,186,10
"Scott County, TN",22015,249.8296616,2,4,1,48,171,357,31,3
"Ogemaw County, MI",21234,249.5996986,0,15,3,35,148,273,21,6
"York County, PA",438965,249.2226032,17,104,303,670,1313,7055,293,70
"Roane County, TN",53047,248.8359379,1,12,13,106,467,908,75,13
"Park County, MT",15682,248.6927688,0,5,1,33,23,162,18,5
"Woodson County, KS",3221,248.3700714,0,1,0,7,25,39,0,1
"Chester County, TN",17321,248.253565,0,2,0,41,110,162,12,1
"Racine County, WI",195041,248.1529525,6,40,226,212,1430,3673,187,26
"Carroll County, AR",27808,248.1300345,1,18,3,47,178,471,56,1
"Wake County, NC",974289,248.0783423,21,167,814,1415,5240,16762,1341,108
"Erie County, PA",280294,247.9539341,11,93,223,368,1808,5332,211,36
"Osage County, KS",16142,247.8007682,0,2,0,38,88,177,13,4
"Codington County, SD",27853,247.7291495,0,14,2,53,132,428,30,2
"Carbon County, WY",15748,247.6504953,0,10,0,29,49,264,18,4
"Fort Bend County, TX",652365,247.560798,8,88,417,1102,3070,7179,714,41
"Nevada County, CA",98200,247.4541752,1,19,19,204,617,1071,155,14
"Ray County, MO",23039,247.4065715,2,9,0,46,157,418,33,6
"Mercer County, IL",16178,247.249351,1,4,3,32,68,137,3,1
"Washington County, GA",20676,246.6627974,1,1,10,39,132,375,9,2
"Lee County, AL",150933,246.4669754,8,26,77,261,954,2942,128,9
"Marshall County, WV",32459,246.4647709,0,6,6,68,180,605,23,3
"Stone County, AR",12581,246.4033066,0,5,0,26,60,136,12,6
"Park County, WY",29227,246.3475553,1,16,2,53,109,359,13,4
"Aransas County, TX",24356,246.3458696,1,11,4,44,229,595,32,5
"Adams County, MS",32090,246.1826114,4,11,30,34,328,879,10,12
"Bent County, CO",5688,246.1322082,0,0,1,13,37,50,2,0
"Crawford County, IL",19505,246.090746,0,6,0,42,54,185,6,4
"Pittsburg County, OK",44703,246.0684965,0,29,17,64,449,981,77,11
"Screven County, GA",14240,245.7865169,1,1,12,21,99,242,22,0
"San Jacinto County, TX",26856,245.7551385,0,1,8,57,274,355,89,3
"Johnson County, GA",9767,245.7254019,0,1,3,20,62,108,8,0
"Clay County, NC",10584,245.6538171,0,2,0,24,100,128,10,0
"Marion County, MO",28904,245.6407418,1,5,10,55,200,1113,53,1
"Cleburne County, AR",25686,245.2697968,0,14,3,46,323,518,52,9
"Haskell County, OK",13052,245.1731535,0,2,2,28,44,94,14,4
"Gila County, AZ",53053,245.0379809,1,4,11,114,252,587,55,19
"Wagoner County, OK",75700,244.3857332,2,16,24,143,378,997,83,12
"Ashley County, AR",21283,244.3264577,3,3,8,38,198,320,22,9
"El Dorado County, CA",181737,244.309084,3,26,57,358,983,1759,209,12
"Mackinac County, MI",11061,244.100895,0,7,0,20,54,401,7,0
"Carson City, NV",54080,244.0828402,0,0,14,118,298,731,78,4
"Collier County, FL",339642,244.0805319,6,41,151,631,1356,3932,243,16
"Maries County, MO",9018,243.9565314,0,2,1,19,44,78,6,1
"Moore County, TX",22141,243.8914232,1,8,2,43,103,373,27,4
"Jackson County, IN",43466,243.868771,1,9,7,88,296,1505,98,3
"St. Louis County, MN",200540,243.8416276,2,64,106,317,1078,4695,276,72
"Allen County, KS",13124,243.8281012,0,6,1,25,61,324,11,4
"Hillsborough County, NH",403985,243.5734,2,142,275,565,1695,7007,339,117
"Holmes County, FL",19717,243.4447431,1,5,3,39,96,137,16,1
"Florence County, WI",4520,243.3628319,0,0,0,11,43,61,3,0
"Hampshire County, MA",159596,243.1138625,2,71,33,281,647,2432,81,22
"Franklin Parish, LA",20571,243.0606193,0,3,0,47,39,111,14,0
"Johnson County, IA",139155,242.8946139,2,43,48,245,580,2232,92,12
"Berkeley County, WV",108706,242.85688,4,23,69,168,726,2082,157,16
"Lincoln County, SD",49858,242.6892374,0,25,10,86,244,752,67,11
"Blue Earth County, MN",65528,242.6443658,0,26,29,104,410,1679,73,11
"Linn County, MO",12368,242.5614489,1,2,1,26,101,148,11,0
"Pike County, MS",40014,242.4151547,2,4,28,63,356,699,41,0
"Pottawatomie County, KS",22691,242.3868494,0,5,1,49,88,241,19,15
"Pawnee County, OK",16513,242.2333919,1,5,4,30,59,116,16,2
"Charlotte County, FL",164736,242.205711,1,24,37,337,910,2475,122,7
"Saguache County, CO",6208,241.6237113,0,0,0,15,31,47,6,1
"Haskell County, KS",4141,241.4875634,0,0,0,10,14,39,5,0
"Douglas County, IL",19887,241.3637049,0,3,1,44,86,115,6,1
"Hawkins County, TN",56800,241.1971831,1,13,14,109,399,1070,89,7
"Beltrami County, MN",45670,240.8583315,1,30,13,66,236,1496,45,12
"Osceola County, MI",23259,240.7670149,0,9,4,43,101,297,18,3
"Elmore County, ID",26170,240.7336645,0,7,3,53,57,247,10,10
"Esmeralda County, NV",832,240.3846154,0,1,0,1,2,3,3,0
"Caldwell Parish, LA",9989,240.2642907,0,0,1,23,86,175,8,3
"Palo Pinto County, TX",27889,240.2380867,2,4,10,51,219,751,41,4
"Riley County, KS",75394,240.0721543,1,28,24,128,249,1212,44,15
"Edwards County, IL",6672,239.8081535,0,0,0,16,18,39,2,0
"Freestone County, TX",19646,239.2344498,1,1,6,39,165,172,21,3
"Lyon County, IA",11712,239.0710383,0,3,0,25,22,53,11,0
"Cleveland County, NC",97047,239.0594248,6,27,59,140,957,1566,92,7
"Hickman County, TN",24267,239.0077059,0,5,3,50,170,229,28,0
"Rock County, WI",160739,238.8965963,3,44,96,241,884,3738,149,22
"Buncombe County, NC",247912,238.7944109,10,54,181,347,1661,5237,537,22
"Tooele County, UT",60762,238.6359896,0,24,21,100,323,1233,123,24
"Carroll County, TN",28513,238.4877074,0,3,3,62,174,366,24,4
"Yankton County, SD",22696,237.9273881,0,20,3,31,84,448,28,2
"Beadle County, SD",18080,237.8318584,0,9,0,34,67,370,21,0
"Lawrence County, IN",45844,237.7628479,2,9,5,94,235,678,43,6
"Wells County, ND",4206,237.7555873,0,3,1,6,22,45,1,4
"Cullman County, AL",80811,237.591417,2,16,13,161,483,1483,99,6
"Converse County, WY",14313,237.5462866,0,5,0,29,31,327,13,3
"Honolulu County, HI",983429,237.5362126,11,165,914,1246,4713,21978,2754,210
"Siskiyou County, CA",43799,237.4483436,5,12,13,74,240,505,74,2
"Sullivan County, NY",76665,237.3964651,1,34,29,118,571,1144,43,19
"Neosho County, KS",16430,237.3706634,0,8,5,26,270,325,16,6
"Manistee County, MI",24450,237.2188139,1,16,4,37,100,250,10,2
"Jackson County, NC",40919,237.0536914,0,8,12,77,494,483,32,9
"Laramie County, WY",95809,236.9297248,2,33,27,165,425,2147,144,16
"Baker County, FL",27013,236.922963,0,4,9,51,51,230,16,0
"Union County, NC",212756,236.8910865,11,21,116,356,1330,3547,213,24
"Cascade County, MT",82384,236.6964459,1,16,28,150,391,2569,157,17
"Johnson County, IL",12677,236.6490495,0,1,1,28,17,110,6,0
"Blaine County, OK",9720,236.6255144,0,2,1,20,66,109,12,2
"Lane County, OR",356212,236.3760906,7,126,260,448,2622,10062,860,120
"Tazewell County, IL",136352,236.1534851,3,36,36,247,653,1860,51,22
"Aleutians West Census Area, AK",5511,235.8918527,1,1,1,10,8,43,10,0
"Marion County, OR",323614,235.7747193,12,74,172,505,1814,7759,1112,67
"Polk County, OR",76794,235.695497,1,18,28,134,379,1598,162,16
"Bannock County, ID",83249,235.4382635,3,14,25,154,337,1773,69,7
"San Mateo County, CA",747373,235.3577129,10,105,504,1140,3259,9543,1563,84
"Sheridan County, KS",2553,235.0176263,0,4,0,1,12,14,0,0
"Trumbull County, OH",206442,234.9328141,5,43,168,269,2163,3941,274,26
"Itasca County, MN",45564,234.8345185,0,62,1,44,107,716,18,0
"Wilkes County, NC",69023,234.7043739,2,8,22,130,622,1326,72,5
"Talbot County, MD",37931,234.6365769,0,13,18,58,243,611,18,6
"St. Mary's County, MD",109633,234.4184689,0,12,51,194,753,1943,87,16
"Payette County, ID",22610,234.4095533,0,4,0,49,119,292,14,5
"Murray County, GA",39267,234.2934271,1,6,3,82,170,646,50,0
"Kane County, UT",7260,234.1597796,0,6,0,11,26,76,6,1
"Walla Walla County, WA",59530,233.4957164,0,19,22,98,450,1550,105,15
"Van Buren County, TN",5583,232.8497224,0,1,0,12,15,89,5,0
"Golden Valley County, MT",859,232.8288708,0,0,0,2,2,1,0,0
"Windham County, VT",43857,232.5740475,0,8,18,76,306,701,38,1
"Lane County, KS",1720,232.5581395,1,0,0,3,3,7,4,1
"Nome Census Area, AK",9892,232.5111201,0,3,2,18,12,23,9,2
"Colonial Heights city, VA",17634,232.5053873,0,2,9,30,57,881,41,7
"Henry County, IA",20222,232.4201365,0,5,0,42,68,228,19,5
"Loudon County, TN",50448,231.9219791,0,7,16,94,290,783,59,2
"Lackawanna County, PA",213931,231.8504565,0,35,165,296,1023,3352,187,47
"Jones County, TX",19859,231.6330127,0,3,8,35,120,320,18,2
"Johnson County, IN",145535,231.5594187,1,4,45,287,502,3068,98,7
"Mower County, MN",39327,231.3931904,0,22,11,58,229,639,41,1
"Graham County, KS",2593,231.3922098,0,3,0,3,6,23,3,0
"Deschutes County, OR",165954,231.3894212,0,49,43,292,821,3607,187,65
"Cooke County, TX",38467,231.3671459,1,7,13,68,257,675,40,5
"Lincoln County, MT",19460,231.2435766,3,4,0,38,44,194,10,2
"Fayette County, PA",134999,231.1128231,3,45,99,165,830,2206,153,63
"Morgan County, IL",35067,230.9863975,0,14,8,59,127,398,6,4
"Garrett County, MD",29889,230.8541604,1,1,5,62,164,352,25,3
"Adams County, WA",19067,230.7651964,0,8,8,28,184,505,59,10
"Fayette County, AL",16909,230.6464013,1,9,3,26,52,110,17,7
"McKean County, PA",42979,230.3450522,0,17,3,79,178,558,19,8
"Dade County, GA",16507,230.2053674,0,1,1,36,62,169,22,0
"Eastland County, TX",18245,230.2000548,0,3,6,33,170,214,17,1
"Montezuma County, CO",25642,230.0912565,1,1,5,52,60,326,25,1
"Chautauqua County, NY",133080,229.1854524,2,27,60,216,814,2628,85,34
"Vigo County, IN",108291,229.012568,6,38,90,114,1350,3560,351,54
"Sherman County, KS",6115,228.9452167,0,1,1,12,26,83,8,4
"Payne County, OK",79066,228.9226722,2,35,26,118,467,1706,96,10
"Wapello County, IA",35391,228.8717471,2,8,17,54,327,723,56,20
"Clark County, IL",16182,228.6491163,0,4,0,33,49,80,4,5
"Jefferson County, KS",18813,228.5653537,0,3,0,40,118,302,40,4
"Kaufman County, TX",108568,228.4282662,2,33,35,178,718,1366,181,7
"Keweenaw County, MI",2191,228.2062985,0,2,0,2,10,22,2,1
"Wichita County, KS",2192,228.1021898,0,0,0,5,7,23,0,0
"Baldwin County, AL",195540,228.086325,8,30,76,332,967,3829,192,31
"Butler County, KS",65803,227.9531328,0,22,6,122,394,1273,98,9
"Shiawassee County, MI",68900,227.8664731,2,46,11,98,297,908,35,10
"Livingston County, IL",38186,227.8321898,1,13,7,66,144,657,20,91
"Dutchess County, NY",296916,227.6738202,5,30,161,480,897,4133,145,41
"Jones County, MS",68961,227.6649121,1,25,42,89,678,1107,26,3
"Klamath County, OR",65910,227.5830678,2,22,38,88,319,945,140,22
"Grand Forks County, ND",69179,226.9474841,0,26,21,110,270,1308,101,3
"Calaveras County, CA",44515,226.8898124,0,18,9,74,391,662,96,2
"Madison County, IL",267225,226.7751894,12,84,118,392,1413,4303,177,40
"Thomas County, KS",7948,226.4720684,0,6,2,10,34,128,13,0
"Cambria County, PA",140499,226.3361305,6,30,47,235,649,1803,94,9
"Jefferson County, CO",551798,226.1697215,8,172,238,830,2186,11565,1151,69
"Asotin County, WA",22110,226.1420172,0,4,6,40,100,611,33,1
"Poweshiek County, IA",18601,225.7943121,0,6,2,34,74,144,18,6
"Larimer County, CO",315988,225.6414801,3,87,75,548,1098,6270,252,52
"Waller County, TX",45213,225.5988322,5,13,19,65,286,499,48,6
"Northumberland County, PA",94076,225.3497173,3,21,6,182,317,1042,62,12
"Cass County, IL",13324,225.1576103,0,1,0,29,11,29,2,0
"Cannon County, TN",13775,225.0453721,0,0,0,31,60,106,26,1
"Calhoun County, WV",7564,224.7488102,1,3,1,12,14,27,2,8
"Bossier Parish, LA",123823,224.5140241,3,21,60,194,519,2575,78,4
"Pender County, NC",55334,224.0936856,1,11,14,98,206,713,43,5
"Boyle County, KY",29013,224.0375004,2,9,27,27,192,492,21,4
"Mercer County, PA",115195,223.9680542,2,32,70,154,645,1946,69,9
"Gilmer County, GA",28579,223.9406557,0,6,0,58,127,410,12,0
"Gladwin County, MI",25493,223.5907896,1,17,1,38,158,246,15,5
"Covington city, VA",5818,223.4444826,1,0,1,11,26,119,3,4
"Wilcox County, GA",8960,223.2142857,0,5,1,14,59,55,6,0
"Boone County, WV",24224,222.9194188,0,2,2,50,116,265,33,3
"Benton County, WA",184486,222.7811324,1,64,58,288,890,3408,260,36
"Morton County, KS",3143,222.7171492,0,1,0,6,7,29,2,0
"Vernon Parish, LA",52606,222.4080903,1,14,5,97,63,868,77,9
"Sanilac County, MI",41823,222.365684,1,32,3,58,178,392,23,6
"Fond du Lac County, WI",101798,222.0082909,0,41,13,172,251,1480,54,6
"Burnett County, WI",15333,221.743951,0,2,2,30,137,236,38,2
"Terrell County, TX",903,221.4839424,0,0,0,2,3,0,0,0
"Gwinnett County, GA",859304,221.22555,39,198,807,857,4849,12877,1305,65
"Boise County, ID",6795,220.7505519,0,2,2,11,33,109,13,1
"Hawaii County, HI",190821,220.6256125,5,41,74,301,1184,3751,443,19
"Winchester city, VA",27216,220.4585538,1,9,17,33,162,1011,29,5
"Dane County, WI",509939,220.2224188,9,149,291,675,2364,10343,370,57
"Barton County, MO",12275,219.9592668,1,7,0,19,84,191,17,5
"Rush County, KS",3186,219.7112367,0,1,0,5,26,28,3,0
"Russell County, VA",28264,219.360317,1,8,3,50,124,337,10,5
"Milam County, TX",24167,219.3073199,2,1,6,44,145,421,20,2
"Clare County, MI",30569,219.1762897,1,25,1,39,159,340,18,3
"Live Oak County, TX",11867,219.0949692,0,4,1,21,84,110,20,11
"Creek County, OK",70470,218.532709,4,21,16,113,341,757,116,16
"Rich County, UT",2288,218.5314685,0,0,0,5,8,26,1,0
"Walker County, GA",68198,218.4814804,0,8,31,110,518,1310,103,0
"Orange County, CA",3114363,217.9900031,51,398,2132,4208,11819,48899,7103,298
"Harrisonburg city, VA",51395,217.9200311,1,17,24,70,152,891,27,6
"New Madrid County, MO",18365,217.8056085,2,1,3,34,27,130,11,5
"Bibb County, AL",22512,217.6616915,1,4,8,36,122,251,27,0
"Wheeler County, OR",1381,217.2338885,0,0,0,3,0,0,0,0
"Cook County, GA",17066,216.805344,0,9,6,22,153,185,11,0
"Kingman County, KS",7844,216.7261601,0,2,1,14,45,70,7,1
"Canyon County, ID",198871,216.7234036,4,69,33,324,1050,2754,179,34
"Pickens County, AL",19401,216.4836864,5,2,1,34,74,135,5,0
"Douglas County, WI",43887,216.4650124,1,11,22,61,359,1199,92,23
"Richland County, IL",16182,216.2897046,0,10,1,24,51,238,7,7
"Dunn County, ND",4162,216.2421913,0,2,0,7,10,29,6,0
"San Saba County, TX",6012,216.2341983,1,0,0,12,9,41,3,1
"Polk County, WI",43476,216.211243,1,10,4,79,151,359,31,0
"St. Bernard Parish, LA",43482,216.1814084,0,7,33,54,133,499,35,5
"Nevada County, AR",8799,215.9336288,0,1,4,14,61,120,9,5
"Lebanon County, PA",135486,215.5204228,3,25,64,200,381,2077,79,12
"Colusa County, CA",21358,215.3759715,1,7,12,26,171,331,53,2
"Anderson County, KS",7897,215.2716221,0,0,0,17,73,122,10,3
"Pulaski County, IN",13007,215.2687015,0,1,1,26,42,123,16,4
"Adair County, MO",25572,215.0789926,0,1,2,52,115,572,15,4
"Big Horn County, MT",13042,214.6909983,0,6,1,21,4,89,14,0
"Powell County, MT",6993,214.5002145,1,2,0,12,6,52,2,0
"Isabella County, MI",70436,214.3790107,2,49,3,97,309,1057,38,5
"Simpson County, KY",17793,213.5671331,1,11,12,14,149,312,20,2
"Runnels County, TX",10309,213.405762,0,5,0,17,45,84,5,0
"Hale County, TX",35764,212.5041942,2,7,10,57,243,794,24,5
"Lyon County, KS",33510,211.8770516,0,24,7,40,151,757,31,13
"Sedgwick County, CO",2360,211.8644068,0,0,0,5,6,13,1,0
"Dawson County, MT",9445,211.7522499,1,1,0,18,48,228,17,3
"Middlesex County, MA",1552802,211.2954517,8,242,757,2275,5181,18865,1376,91
"Ketchikan Gateway Borough, AK",13729,211.2316993,0,9,4,16,31,284,8,1
"Tyler County, WV",8995,211.2284603,0,1,0,18,46,91,3,3
"Okanogan County, WA",41193,211.2009322,0,12,9,66,276,477,64,5
"Thurston County, WA",262388,211.1377045,10,99,89,356,2150,5056,444,27
"Blount County, AL",57872,210.8100636,1,11,9,101,397,865,86,9
"Clark County, WA",443817,210.6724168,7,135,230,563,2421,7526,1699,93
"Grant County, ND",2377,210.3491796,0,1,1,3,11,8,3,0
"Cumberland County, IL",10939,210.2568791,0,0,0,23,27,54,2,8
"Piscataquis County, ME",17124,210.2312544,0,2,2,32,113,187,9,2
"Onslow County, NC",185220,210.0205161,7,54,55,273,1321,3438,183,24
"Dent County, MO",15730,209.7902098,0,6,1,26,67,212,15,0
"Baker County, GA",3341,209.5181084,0,0,0,7,7,20,3,0
"Jefferson County, WA",30076,209.4693443,0,15,2,46,199,481,40,12
"Custer County, MT",11951,209.1875157,0,3,0,22,18,203,16,2
"Pulaski County, VA",34507,208.6533167,1,8,11,52,218,893,40,5
"Zapata County, TX",14390,208.4781098,0,1,1,28,73,80,14,1
"Pamlico County, NC",12953,208.4459199,0,1,3,23,57,234,5,1
"Nowata County, OK",10555,208.4320227,0,1,1,20,53,103,15,0
"Iosco County, MI",25429,208.4234535,0,19,3,31,202,366,14,14
"New London County, CT",274150,208.2801386,5,42,99,425,662,2537,168,35
"Spotsylvania County, VA",127348,208.0912146,2,36,61,166,236,1937,156,11
"Washington County, TX",34147,207.9245615,1,5,9,56,175,505,31,1
"Whatcom County, WA",206353,207.8961779,2,78,68,281,1221,4614,236,22
"Dinwiddie County, VA",27904,207.8555046,2,9,6,41,111,282,32,3
"Brantley County, GA",18292,207.741089,1,9,5,23,229,119,0,0
"Belknap County, NH",60179,207.7136543,0,29,13,83,359,1485,56,9
"Camden County, MO",43862,207.4688797,0,4,2,85,173,750,33,0
"Brooks County, TX",7237,207.2682051,1,2,0,11,44,91,2,4
"Henderson County, KY",46347,207.1331478,1,23,39,33,231,771,60,3
"Stearns County, MN",152092,207.1114852,6,87,58,164,442,3004,110,13
"Morton County, ND",28990,206.96792,2,13,5,40,66,489,50,5
"Crowley County, CO",5322,206.6892146,0,0,0,11,1,1,0,0
"Ada County, ID",416464,206.5004418,3,123,81,653,1479,6426,229,82
"Lewis County, WA",75081,206.4437075,3,23,23,106,557,1365,118,13
"Oakland County, MI",1231640,206.391478,33,241,610,1658,4787,15514,1822,175
"Marion County, OH",65905,206.357636,2,20,71,43,1283,2057,57,16
"Weber County, UT",238519,206.2728755,3,72,121,295,1307,5593,342,27
"Teller County, CO",23275,206.2298604,0,5,0,43,52,179,12,3
"Wabash County, IL",11665,205.7436777,0,2,0,22,46,218,10,1
"Lenawee County, MI",99188,205.6700407,4,46,22,132,335,1148,68,13
"Polk County, TX",45790,205.2849967,0,24,12,58,357,703,69,9
"Johnson County, AR",25846,205.0607444,2,12,1,38,271,445,10,3
"Brule County, SD",5366,204.9944092,0,3,0,8,18,74,8,0
"Logan County, CO",22450,204.8997773,2,4,4,36,150,364,14,1
"Roberts County, SD",10251,204.8580626,0,0,0,21,16,67,10,0
"Pushmataha County, OK",11233,204.7538503,0,5,0,18,79,97,21,7
"Roane County, WV",14656,204.6943231,0,4,0,26,37,148,12,2
"Comanche County, KS",1955,204.6035806,0,0,0,4,2,7,0,0
"Murray County, OK",13712,204.2007001,1,6,2,19,78,131,16,3
"Schuylkill County, PA",146920,204.192758,4,38,34,224,446,1760,93,28
"Fayette County, TN",38690,204.1871285,1,4,11,63,126,292,27,2
"Brown County, IL",6860,204.0816327,0,0,0,14,14,22,1,2
"Amelia County, VA",12745,204.0015692,0,1,0,25,35,104,12,2
"St. Clair County, AL",86308,203.9208416,9,15,20,132,341,1166,67,16
