CITY,STATE,NAME,COUNTY
WINCHESTER,KS,1,JEFFERSON
WINCHESTER,KY,1,CLARK
WINCHESTER,MA,1,MIDDLESEX
WINCHESTER,TN,1,FRANKLIN
WINCHESTER,VA,2,WINCHESTER
WINDBER,PA,1,SOMERSET
WINDER,GA,1,BARROW
WINDOM,MN,1,COTTONWOOD
WINDSOR,MO,1,HENRY
WINDSOR,NC,1,BERTIE
WINDSOR,VT,1,WINDSOR
WINFIELD,AL,1,MARION
WINFIELD,IL,1,DUPAGE
WINFIELD,KS,1,COWLEY
WINNEBAGO,NE,1,THURSTON
WINNEBAGO,WI,1,WINNEBAGO
WINNEMUCCA,NV,1,HUMBOLDT
WINNER,SD,1,TRIPP
WINNFIELD,LA,3,WINN
WINNIE,TX,1,CHAMBERS
WINNSBORO,LA,1,FRANKLIN
WINNSBORO,SC,1,FAIRFIELD
WINNSBORO,TX,1,WOOD
WINONA,MN,1,WINONA
WINONA,MS,1,MONTGOMERY
WINSLOW,AZ,2,NAVAJO
WINSTON SALEM,NC,5,FORSYTH
WINTER HAVEN,FL,2,POLK
WINTER PARK,FL,1,ORANGE
WINTERS,TX,1,RUNNELS
WINTERSET,IA,1,MADISON
WINTERSVILLE,OH,1,JEFFERSON
WISCONSIN RAPIDS,WI,1,WOOD
WISHEK,ND,1,MCINTOSH
WOBURN,MA,1,MIDDLESEX
WOLF POINT,MT,1,ROOSEVELT
WOLFEBORO,NH,1,CARROLL
WOODBRIDGE,VA,1,PRINCE WILLIAM
WOODBURY,MN,1,WASHINGTON
WOODBURY,NJ,1,GLOUCESTER
WOODBURY,TN,1,CANNON
WOODLAND,CA,1,YOLO
WOODLAND HILLS,CA,2,LOS ANGELES
WOODLAND PARK,CO,1,TELLER
WOODRUFF,WI,1,ONEIDA
WOODS CROSS,UT,1,DAVIS
WOODSTOCK,IL,1,MCHENRY
WOODSTOCK,VA,1,SHENANDOAH
WOODSVILLE,NH,1,GRAFTON
WOODVILLE,TX,1,TYLER
WOODWARD,OK,1,WOODWARD
WOONSOCKET,RI,1,PROVIDENCE
WOOSTER,OH,1,WAYNE
WORCESTER,MA,6,WORCESTER
WORLAND,WY,1,WASHAKIE
WORTHINGTON,MN,1,NOBLES
WRANGELL,AK,1,WRANGELL-PETERSBURG
WRAY,CO,1,YUMA
WRIGHT PATTERSON AFB,OH,1,GREENE
WYANDOTTE,MI,2,WAYNE
WYCKOFF,NJ,1,BERGEN
WYNNE,AR,1,CROSS
WYNNEWOOD,PA,1,MONTGOMERY
WYOMING,MI,1,KENT
WYOMING,MN,1,CHISAGO
WYOMISSING,PA,1,BERKS
WYTHEVILLE,VA,1,WYTHE
XENIA,OH,1,GREENE
YADKINVILLE,NC,1,YADKIN
YAKIMA,WA,2,YAKIMA
YANKTON,SD,3,YANKTON
YAZOO CITY,MS,1,YAZOO
YERINGTON,NV,1,LYON
YOAKUM,TX,1,LAVACA
YONKERS,NY,3,WESTCHESTER
YORK,AL,1,SUMTER
YORK,ME,1,YORK
YORK,NE,1,YORK
YORK,PA,6,YORK
YOUNGSTOWN,OH,5,MAHONING
YPSILANTI,MI,2,WASHTENAW
YREKA,CA,1,SISKIYOU
YUBA CITY,CA,4,SUTTER
YUKON,OK,1,CANADIAN
YUMA,AZ,2,YUMA
YUMA,CO,1,YUMA
ZACHARY,LA,2,EAST BATON ROUGE
ZANESVILLE,OH,3,MUSKINGUM
ZEELAND,MI,1,OTTAWA
ZEPHYRHILLS,FL,1,PASCO
ZION,IL,1,LAKE
ZUNI,NM,1,MCKINLEY
